"M_Topic","L_Topic","year","mean","sd","N","norm","allwords"
"M_Topic3","L_Topic4",2001,0.004114467,0.007176323,249,0.42472941,"harm_X7.0.M, harm_M.0.7, timb_29, harm_M.7.7, harm_X7.9.m7, harm_m7.3.7, timb_32, harm_X7.4.m, harm_NA, harm_m7.3.m"
"M_Topic3","L_Topic4",2002,0.004522385,0.008706983,263,0.466838089,"harm_X7.0.M, harm_M.0.7, timb_29, harm_M.7.7, harm_X7.9.m7, harm_m7.3.7, timb_32, harm_X7.4.m, harm_NA, harm_m7.3.m"
"M_Topic3","L_Topic4",2003,0.00475095,0.008534361,262,0.490432482,"harm_X7.0.M, harm_M.0.7, timb_29, harm_M.7.7, harm_X7.9.m7, harm_m7.3.7, timb_32, harm_X7.4.m, harm_NA, harm_m7.3.m"
"M_Topic3","L_Topic4",2004,0.005689534,0.009331495,270,0.587320922,"harm_X7.0.M, harm_M.0.7, timb_29, harm_M.7.7, harm_X7.9.m7, harm_m7.3.7, timb_32, harm_X7.4.m, harm_NA, harm_m7.3.m"
"M_Topic3","L_Topic4",2005,0.00643664,0.009824112,288,0.664443398,"harm_X7.0.M, harm_M.0.7, timb_29, harm_M.7.7, harm_X7.9.m7, harm_m7.3.7, timb_32, harm_X7.4.m, harm_NA, harm_m7.3.m"
"M_Topic3","L_Topic4",2006,0.004740108,0.008303665,321,0.489313253,"harm_X7.0.M, harm_M.0.7, timb_29, harm_M.7.7, harm_X7.9.m7, harm_m7.3.7, timb_32, harm_X7.4.m, harm_NA, harm_m7.3.m"
"M_Topic3","L_Topic4",2007,0.004101649,0.007786829,288,0.423406219,"harm_X7.0.M, harm_M.0.7, timb_29, harm_M.7.7, harm_X7.9.m7, harm_m7.3.7, timb_32, harm_X7.4.m, harm_NA, harm_m7.3.m"
"M_Topic3","L_Topic4",2008,0.004440176,0.00823674,346,0.458351786,"harm_X7.0.M, harm_M.0.7, timb_29, harm_M.7.7, harm_X7.9.m7, harm_m7.3.7, timb_32, harm_X7.4.m, harm_NA, harm_m7.3.m"
"M_Topic3","L_Topic4",2009,0.004067961,0.007897734,351,0.41992872,"harm_X7.0.M, harm_M.0.7, timb_29, harm_M.7.7, harm_X7.9.m7, harm_m7.3.7, timb_32, harm_X7.4.m, harm_NA, harm_m7.3.m"
"M_Topic30","L_Topic31",1960,0.005306146,0.008673471,451,1,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",1961,0.005458374,0.009207444,492,1.028688854,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",1962,0.005475365,0.009205826,465,1.031891117,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",1963,0.004411047,0.007840629,477,0.831309023,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",1964,0.005877631,0.010663092,518,1.107702386,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",1965,0.004374447,0.007809806,524,0.824411272,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",1966,0.004259162,0.008145172,547,0.80268468,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",1967,0.003952463,0.007429446,545,0.744883924,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",1968,0.004555953,0.009135463,499,0.858618057,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",1969,0.00378594,0.007712848,479,0.713500847,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",1970,0.003458972,0.006423013,414,0.651880172,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",1971,0.003279619,0.006128594,445,0.618079193,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",1972,0.003937114,0.007707304,421,0.74199118,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",1973,0.003536126,0.007795477,390,0.666420738,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",1974,0.004429407,0.008522156,369,0.834769146,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",1975,0.004185642,0.009063175,399,0.788828951,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",1976,0.004046239,0.007303233,350,0.762557021,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",1977,0.003734321,0.006802167,319,0.703772664,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",1978,0.002816179,0.005505614,314,0.530738962,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",1979,0.003073423,0.005519527,343,0.579219332,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",1980,0.003463697,0.006438491,327,0.652770807,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",1981,0.003709784,0.007988399,279,0.699148415,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",1982,0.003706508,0.006892787,317,0.698530978,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",1983,0.003097499,0.006255231,321,0.583756791,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",1984,0.003147446,0.006156085,287,0.5931699,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",1985,0.003153037,0.006235603,291,0.594223596,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",1986,0.003479602,0.008227034,300,0.655768188,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",1987,0.003433374,0.00695932,283,0.647056009,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",1988,0.00332913,0.006303251,287,0.627410171,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",1989,0.003858637,0.007130551,284,0.727201463,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",1990,0.004444587,0.009462221,262,0.837629869,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",1991,0.004948744,0.009284902,247,0.932643683,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",1992,0.00520707,0.010046741,243,0.981328017,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",1993,0.005778367,0.009713079,249,1.088995066,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",1994,0.007271352,0.013536042,253,1.370363926,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",1995,0.006978406,0.013142479,271,1.31515523,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",1996,0.006858483,0.010208398,234,1.292554361,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",1997,0.006493988,0.00985525,240,1.2238615,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",1998,0.006851386,0.011965238,257,1.29121685,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",1999,0.005426824,0.010069329,227,1.022742978,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",2000,0.005255715,0.009137765,236,0.990495728,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",2001,0.004931996,0.008273988,249,0.929487382,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",2002,0.005646689,0.011226072,263,1.064178846,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",2003,0.005465597,0.008368215,262,1.030050168,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",2004,0.00530695,0.008568406,270,1.000151363,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",2005,0.005742926,0.00988832,288,1.082315812,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",2006,0.006895194,0.013396006,321,1.299473035,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",2007,0.003838067,0.007026345,288,0.72332478,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",2008,0.004281236,0.008224003,346,0.806844771,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic30","L_Topic31",2009,0.004640386,0.009400198,351,0.874530294,"harm_m.3.m, harm_m.9.m, harm_m.8.m, harm_m.4.m, harm_m.4.m7, harm_m7.8.m, harm_m7.3.m, harm_m.9.m7, harm_m7.9.m, harm_m.3.m7"
"M_Topic31","L_Topic32",1960,0.007448687,0.014746116,451,1,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",1961,0.007273285,0.013988439,492,0.976451945,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",1962,0.008878158,0.018030745,465,1.191909029,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",1963,0.009948375,0.018970134,477,1.335587761,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",1964,0.0127654,0.022039872,518,1.713778454,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",1965,0.011715102,0.020030184,524,1.57277412,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",1966,0.011038425,0.017656714,547,1.481928931,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",1967,0.013772285,0.021282739,545,1.84895471,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",1968,0.015217245,0.02225074,499,2.042943288,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",1969,0.013163079,0.021332822,479,1.767167591,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",1970,0.015893642,0.024631698,414,2.133750802,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",1971,0.016065234,0.024290877,445,2.156787368,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",1972,0.015443674,0.022412598,421,2.073341786,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",1973,0.01769635,0.024674831,390,2.375767624,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",1974,0.017509749,0.026348001,369,2.350716086,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",1975,0.016609119,0.025731559,399,2.229804879,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",1976,0.017190868,0.024727019,350,2.307905706,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",1977,0.014804803,0.022730451,319,1.987572102,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",1978,0.017219379,0.024888423,314,2.311733473,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",1979,0.015450088,0.023569968,343,2.074202817,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",1980,0.013944303,0.021526686,327,1.872048408,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",1981,0.013042268,0.019355108,279,1.750948519,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",1982,0.012172468,0.018899796,317,1.634176247,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",1983,0.013729763,0.019993579,321,1.84324596,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",1984,0.01183831,0.018508435,287,1.589315007,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",1985,0.011457709,0.017273001,291,1.538218547,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",1986,0.007819151,0.015181336,300,1.049735467,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",1987,0.01220945,0.017730801,283,1.639141151,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",1988,0.009378013,0.014909665,287,1.259015503,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",1989,0.009449067,0.015647298,284,1.268554739,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",1990,0.009191572,0.014742409,262,1.233985526,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",1991,0.00923571,0.014713799,247,1.2399111,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",1992,0.010947153,0.019449556,243,1.469675494,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",1993,0.009562916,0.016889018,249,1.283839186,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",1994,0.010297911,0.017974357,253,1.382513494,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",1995,0.008898631,0.016462469,271,1.194657629,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",1996,0.007581747,0.014065223,234,1.017863527,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",1997,0.007162433,0.013634272,240,0.96156984,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",1998,0.009215559,0.0165461,257,1.237205775,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",1999,0.008565569,0.015186219,227,1.149943391,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",2000,0.007635188,0.012187638,236,1.025038034,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",2001,0.007357583,0.011861144,249,0.987769132,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",2002,0.009297671,0.016236388,263,1.248229499,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",2003,0.008808022,0.01398024,262,1.182493266,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",2004,0.008981425,0.015152786,270,1.205772943,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",2005,0.008864859,0.015930412,288,1.190123666,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",2006,0.009840564,0.017908464,321,1.321113856,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",2007,0.008463667,0.016299945,288,1.13626291,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",2008,0.008229283,0.013583968,346,1.104796462,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic31","L_Topic32",2009,0.008225744,0.014095021,351,1.104321317,"timb_31, timb_21, timb_20, timb_26, timb_34, timb_29, timb_07, timb_11, harm_NA, harm_X7.6.M"
"M_Topic32","L_Topic33",1960,0.005209084,0.009738695,451,1,"harm_m.8.7, harm_X7.4.m, harm_m7.8.7, harm_X7.4.m7, harm_X7.6.7, harm_m.1.7, harm_X7.11.m, harm_X7.11.m7, harm_m7.1.7, harm_X7.8.7"
"M_Topic32","L_Topic33",1961,0.004280369,0.007883626,492,0.821712246,"harm_m.8.7, harm_X7.4.m, harm_m7.8.7, harm_X7.4.m7, harm_X7.6.7, harm_m.1.7, harm_X7.11.m, harm_X7.11.m7, harm_m7.1.7, harm_X7.8.7"
"M_Topic32","L_Topic33",1962,0.004974569,0.009271659,465,0.954979438,"harm_m.8.7, harm_X7.4.m, harm_m7.8.7, harm_X7.4.m7, harm_X7.6.7, harm_m.1.7, harm_X7.11.m, harm_X7.11.m7, harm_m7.1.7, harm_X7.8.7"
"M_Topic32","L_Topic33",1963,0.004692544,0.009357706,477,0.900838491,"harm_m.8.7, harm_X7.4.m, harm_m7.8.7, harm_X7.4.m7, harm_X7.6.7, harm_m.1.7, harm_X7.11.m, harm_X7.11.m7, harm_m7.1.7, harm_X7.8.7"
"M_Topic32","L_Topic33",1964,0.004393413,0.008045783,518,0.8434137,"harm_m.8.7, harm_X7.4.m, harm_m7.8.7, harm_X7.4.m7, harm_X7.6.7, harm_m.1.7, harm_X7.11.m, harm_X7.11.m7, harm_m7.1.7, harm_X7.8.7"
"M_Topic32","L_Topic33",1965,0.003511535,0.006969459,524,0.674117541,"harm_m.8.7, harm_X7.4.m, harm_m7.8.7, harm_X7.4.m7, harm_X7.6.7, harm_m.1.7, harm_X7.11.m, harm_X7.11.m7, harm_m7.1.7, harm_X7.8.7"
"M_Topic32","L_Topic33",1966,0.003362613,0.007231392,547,0.645528549,"harm_m.8.7, harm_X7.4.m, harm_m7.8.7, harm_X7.4.m7, harm_X7.6.7, harm_m.1.7, harm_X7.11.m, harm_X7.11.m7, harm_m7.1.7, harm_X7.8.7"
"M_Topic32","L_Topic33",1967,0.003274706,0.007119893,545,0.628652894,"harm_m.8.7, harm_X7.4.m, harm_m7.8.7, harm_X7.4.m7, harm_X7.6.7, harm_m.1.7, harm_X7.11.m, harm_X7.11.m7, harm_m7.1.7, harm_X7.8.7"
