"M_Topic","L_Topic","year","mean","sd","N","norm","allwords"
"M_Topic58","L_Topic59",1992,0.004937299,0.009355458,243,0.483695904,"harm_m.5.7, harm_X7.7.m, harm_m7.5.7, harm_X7.7.m7, harm_m.0.m7, harm_NA, harm_m7.3.m, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic58","L_Topic59",1993,0.005522525,0.010818913,249,0.541029157,"harm_m.5.7, harm_X7.7.m, harm_m7.5.7, harm_X7.7.m7, harm_m.0.m7, harm_NA, harm_m7.3.m, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic58","L_Topic59",1994,0.007866017,0.016253323,253,0.770615669,"harm_m.5.7, harm_X7.7.m, harm_m7.5.7, harm_X7.7.m7, harm_m.0.m7, harm_NA, harm_m7.3.m, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic58","L_Topic59",1995,0.006936543,0.012154645,271,0.679557216,"harm_m.5.7, harm_X7.7.m, harm_m7.5.7, harm_X7.7.m7, harm_m.0.m7, harm_NA, harm_m7.3.m, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic58","L_Topic59",1996,0.006652623,0.012046947,234,0.651742246,"harm_m.5.7, harm_X7.7.m, harm_m7.5.7, harm_X7.7.m7, harm_m.0.m7, harm_NA, harm_m7.3.m, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic58","L_Topic59",1997,0.007828342,0.015883784,240,0.766924745,"harm_m.5.7, harm_X7.7.m, harm_m7.5.7, harm_X7.7.m7, harm_m.0.m7, harm_NA, harm_m7.3.m, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic58","L_Topic59",1998,0.005378068,0.009857305,257,0.526877041,"harm_m.5.7, harm_X7.7.m, harm_m7.5.7, harm_X7.7.m7, harm_m.0.m7, harm_NA, harm_m7.3.m, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic58","L_Topic59",1999,0.005295302,0.009495191,227,0.518768612,"harm_m.5.7, harm_X7.7.m, harm_m7.5.7, harm_X7.7.m7, harm_m.0.m7, harm_NA, harm_m7.3.m, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic58","L_Topic59",2000,0.005851773,0.010441752,236,0.57328481,"harm_m.5.7, harm_X7.7.m, harm_m7.5.7, harm_X7.7.m7, harm_m.0.m7, harm_NA, harm_m7.3.m, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic58","L_Topic59",2001,0.005147542,0.009174697,249,0.504292862,"harm_m.5.7, harm_X7.7.m, harm_m7.5.7, harm_X7.7.m7, harm_m.0.m7, harm_NA, harm_m7.3.m, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic58","L_Topic59",2002,0.0063818,0.010948414,263,0.62521035,"harm_m.5.7, harm_X7.7.m, harm_m7.5.7, harm_X7.7.m7, harm_m.0.m7, harm_NA, harm_m7.3.m, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic58","L_Topic59",2003,0.005304887,0.009381384,262,0.519707627,"harm_m.5.7, harm_X7.7.m, harm_m7.5.7, harm_X7.7.m7, harm_m.0.m7, harm_NA, harm_m7.3.m, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic58","L_Topic59",2004,0.005714634,0.010133026,270,0.559849585,"harm_m.5.7, harm_X7.7.m, harm_m7.5.7, harm_X7.7.m7, harm_m.0.m7, harm_NA, harm_m7.3.m, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic58","L_Topic59",2005,0.005046673,0.008983557,288,0.494410984,"harm_m.5.7, harm_X7.7.m, harm_m7.5.7, harm_X7.7.m7, harm_m.0.m7, harm_NA, harm_m7.3.m, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic58","L_Topic59",2006,0.005763636,0.010293408,321,0.564650186,"harm_m.5.7, harm_X7.7.m, harm_m7.5.7, harm_X7.7.m7, harm_m.0.m7, harm_NA, harm_m7.3.m, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic58","L_Topic59",2007,0.004085012,0.007300235,288,0.400199285,"harm_m.5.7, harm_X7.7.m, harm_m7.5.7, harm_X7.7.m7, harm_m.0.m7, harm_NA, harm_m7.3.m, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic58","L_Topic59",2008,0.00512018,0.009652175,346,0.501612313,"harm_m.5.7, harm_X7.7.m, harm_m7.5.7, harm_X7.7.m7, harm_m.0.m7, harm_NA, harm_m7.3.m, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic58","L_Topic59",2009,0.003915929,0.006723533,351,0.383634587,"harm_m.5.7, harm_X7.7.m, harm_m7.5.7, harm_X7.7.m7, harm_m.0.m7, harm_NA, harm_m7.3.m, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic59","L_Topic60",1960,0.003441321,0.007066447,451,1,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",1961,0.004199893,0.008339988,492,1.220430427,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",1962,0.004050649,0.008215481,465,1.177062236,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",1963,0.005295269,0.009860066,477,1.538731299,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",1964,0.004310621,0.008781482,518,1.252606261,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",1965,0.004467985,0.008320002,524,1.29833399,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",1966,0.00431945,0.008842473,547,1.255171808,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",1967,0.004654632,0.009174835,545,1.352571115,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",1968,0.005314429,0.009441955,499,1.544298888,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",1969,0.004995146,0.008971535,479,1.45151969,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",1970,0.004703049,0.009636009,414,1.366640332,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",1971,0.004620333,0.008980358,445,1.342604251,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",1972,0.005171931,0.009600589,421,1.502891114,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",1973,0.006695326,0.011744946,390,1.945568364,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",1974,0.005011196,0.010692871,369,1.456183668,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",1975,0.006617363,0.011430113,399,1.922913249,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",1976,0.006352216,0.011586645,350,1.845865304,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",1977,0.006887589,0.01335396,319,2.001437178,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",1978,0.006280666,0.010445384,314,1.825073994,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",1979,0.007399246,0.012786838,343,2.150117762,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",1980,0.006183859,0.010310941,327,1.796943146,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",1981,0.007255712,0.012065672,279,2.108408657,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",1982,0.005667378,0.010449355,317,1.646861009,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",1983,0.005506732,0.009611448,321,1.600179504,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",1984,0.004836114,0.009982088,287,1.405307235,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",1985,0.005632404,0.011199609,291,1.636698001,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",1986,0.004964161,0.008495373,300,1.442515883,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",1987,0.006526892,0.011606373,283,1.896623754,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",1988,0.006212568,0.011231995,287,1.8052855,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",1989,0.00470869,0.009203023,284,1.368279665,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",1990,0.005967086,0.009762883,262,1.733951946,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",1991,0.005682917,0.010731097,247,1.65137645,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",1992,0.004926597,0.008832066,243,1.43160046,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",1993,0.004700856,0.009003317,249,1.366003109,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",1994,0.005723989,0.011090223,253,1.663311297,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",1995,0.005544244,0.010361403,271,1.611079889,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",1996,0.006589413,0.009378346,234,1.914791519,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",1997,0.006326046,0.010427583,240,1.8382606,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",1998,0.005447384,0.010350608,257,1.582933749,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",1999,0.005682854,0.009413983,227,1.651358125,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",2000,0.006817407,0.01296681,236,1.981043269,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",2001,0.005692194,0.010236131,249,1.654072149,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",2002,0.006961849,0.011314448,263,2.023016083,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",2003,0.006333971,0.010264881,262,1.840563688,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",2004,0.005835045,0.011629882,270,1.695582664,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",2005,0.005678325,0.010081221,288,1.650042132,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",2006,0.005685105,0.011171383,321,1.652012285,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",2007,0.004813795,0.008165702,288,1.398821818,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",2008,0.005244092,0.009276347,346,1.523859964,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic59","L_Topic60",2009,0.006124353,0.010316713,351,1.779651519,"harm_m.5.m7, harm_m7.0.m, timb_29, harm_m7.5.m7, harm_M.9.m, harm_m.8.M, timb_08, harm_m7.2.m7, harm_M.9.m7, harm_NA"
"M_Topic6","L_Topic7",1960,0.020631886,0.0345848,451,1,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",1961,0.021245673,0.04078171,492,1.029749482,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",1962,0.020708334,0.036637772,465,1.003705334,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",1963,0.022337016,0.040607761,477,1.082645382,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",1964,0.023153895,0.041385787,518,1.122238432,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",1965,0.024432908,0.043121523,524,1.184230511,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",1966,0.024359406,0.042910041,547,1.180667971,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",1967,0.024314845,0.0439973,545,1.17850815,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",1968,0.025996538,0.048333531,499,1.260017558,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",1969,0.027979113,0.047499758,479,1.356110342,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",1970,0.030837931,0.059132907,414,1.494673448,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",1971,0.030004314,0.0537674,445,1.45426911,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",1972,0.028148422,0.051255487,421,1.364316499,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",1973,0.02802711,0.046715927,390,1.358436672,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",1974,0.028176885,0.054447138,369,1.365696093,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",1975,0.024734751,0.043899239,399,1.198860433,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",1976,0.025392825,0.046052905,350,1.230756368,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",1977,0.025393676,0.050181432,319,1.230797649,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",1978,0.025923344,0.047402593,314,1.256469946,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",1979,0.021714907,0.03943235,343,1.052492611,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",1980,0.025737196,0.044426751,327,1.247447615,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",1981,0.0276702,0.048640972,279,1.341137746,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",1982,0.024737784,0.045574927,317,1.199007431,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",1983,0.024264454,0.04612309,321,1.17606577,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",1984,0.019844646,0.037620304,287,0.961843553,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",1985,0.018717839,0.036392211,291,0.907228696,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",1986,0.017417859,0.033669114,300,0.844220419,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",1987,0.018045544,0.039459024,283,0.874643462,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",1988,0.021616947,0.044883294,287,1.047744624,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",1989,0.01999711,0.043164889,284,0.969233289,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",1990,0.018332996,0.039154495,262,0.888575876,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",1991,0.015080888,0.031234791,247,0.730950526,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",1992,0.012835036,0.029576114,243,0.622097081,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",1993,0.021571773,0.046088109,249,1.045555113,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",1994,0.017435559,0.036856368,253,0.845078323,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",1995,0.01840464,0.047331681,271,0.892048397,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",1996,0.016687473,0.037866234,234,0.808819599,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",1997,0.013266019,0.030207963,240,0.642986256,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",1998,0.016387585,0.036233531,257,0.794284391,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",1999,0.021063734,0.04004346,227,1.020931103,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",2000,0.018065816,0.03264953,236,0.875626051,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",2001,0.017915586,0.041462606,249,0.868344576,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",2002,0.018866576,0.044360454,263,0.914437786,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",2003,0.015975074,0.035297647,262,0.774290546,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
"M_Topic6","L_Topic7",2004,0.016821726,0.041281047,270,0.815326658,"timb_06, harm_M.0.M, timb_21, timb_29, timb_32, harm_NA, harm_X7.6.M, harm_m7.11.m7, harm_m.7.M, harm_m7.11.7"
